Unternehmen;Branche;2020;2019;2018;2017;2016;2015;2014;2013;2012;Im Mdax seit
Puma SE;Sportartikel;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/696960.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/696960.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/696960.pdf;https://udg-about-puma-prod-endpoint.azureedge.net/-/media/files/pdf/investor-relations/gb_2017_de.pdf?rev=-1&hash=990B097489363B6F3AB71EB6ED666143;https://udg-about-puma-prod-endpoint.azureedge.net/-/media/files/pdf/investor-relations/gb_2016_de.pdf?rev=-1&hash=F0DE1915E7B30268ED8BD2C7D5BBCAAC;https://udg-about-puma-prod-endpoint.azureedge.net/-/media/files/pdf/investor-relations/gb_2015_de.pdf?rev=-1&hash=A28FCB8CA79A421AF6919DD1A40257C7;https://udg-about-puma-prod-endpoint.azureedge.net/-/media/files/pdf/investor-relations/gb_2014_de.pdf?rev=-1&hash=01429E51BD80EA4D2323507FF359C6BE;https://udg-about-puma-prod-endpoint.azureedge.net/-/media/files/pdf/investor-relations/gb_2013_de.pdf?rev=-1&hash=68AC50DA08A3E2051691DD2F733B825C;https://udg-about-puma-prod-endpoint.azureedge.net/-/media/files/pdf/investor-relations/gb_2012_de.pdf?rev=-1&hash=1D306E0868AD15F9C8A293E94860FE0A;18. Jun 18
Qiagen N.V.;Biotechnologie;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/A2DKCH.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/A2DKCH.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/A2DKCH.pdf;https://s27.q4cdn.com/986229841/files/doc_financials/2017/ar/2017-Form-20-F-March-5-2018.pdf;https://s27.q4cdn.com/986229841/files/doc_financials/2016/ar/2016-Form-20-F-March-3-2017.pdf;https://s27.q4cdn.com/986229841/files/doc_financials/2015/ar/2015-Form-20-F-February-26-2016.pdf;https://s27.q4cdn.com/986229841/files/doc_financials/2014/ar/2014-Form-20-F-March-3-2015.pdf;https://s27.q4cdn.com/986229841/files/doc_financials/2013/ar/2013-Form-20-F-March-3-2014.pdf;https://s27.q4cdn.com/986229841/files/doc_financials/2012/ar/2012-Form-20-F-March-1-2013.pdf;24. Sep 18
Rational AG;Industrie;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/701080.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/701080.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/701080.pdf;https://www.rational-online.com/media/investor-relations/annual-reports/rational-ag-geschaeftsbericht-2017.pdf;https://www.rational-online.com/media/investor-relations/annual-reports/rational-ag-geschaeftsbericht-2016.pdf;https://www.rational-online.com/media/investor-relations/annual-reports/gb-2015-de.pdf;https://www.rational-online.com/media/investor-relations/annual-reports/gb-2014-de.pdf;https://www.rational-online.com/media/investor-relations/annual-reports/gb-2013-de.pdf;https://www.rational-online.com/media/investor-relations/annual-reports/gb-2012-de.pdf;23. Sep 19
Rheinmetall AG;Wehrtechnik und Automobilzulieferung;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/703000.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/703000.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/703000.pdf;https://ir.rheinmetall.com/download/companies/rheinmetall/Annual%20Reports/DE0007030009-JA-2017-EQ-D-01.pdf;https://ir.rheinmetall.com/download/companies/rheinmetall/Annual%20Reports/DE0007030009-JA-2016-EQ-D-00.pdf;https://ir.rheinmetall.com/download/companies/rheinmetall/Annual%20Reports/DE0007030009-JA-2015-EQ-D-03.pdf;https://ir.rheinmetall.com/download/companies/rheinmetall/Annual%20Reports/DE0007030009-JA-2014-EQ-D-00.pdf;https://ir.rheinmetall.com/download/companies/rheinmetall/Annual%20Reports/DE0007030009-JA-2013-EQ-D-00.pdf;https://ir.rheinmetall.com/download/companies/rheinmetall/Annual%20Reports/DE0007030009-JA-2012-EQ-D-00.pdf;11. Apr 94
Rh�n-Klinikum AG;Klinikgruppe;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Geschaeftsberichte/GB_2020_dt.pdf;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Geschaeftsberichte/GB_2019_D.pdf;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Geschaeftsberichte/GB_2018_DE.pdf;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Geschaeftsberichte/RHOEN_GB_2017_D.pdf;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Geschaeftsberichte/RHK_GB_2016_Internet_dt.pdf;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Geschaeftsberichte/RHOEN-KLINIKUM_AG_GB_2015_DE.pdf;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Geschaeftsberichte/RHOEN-KLINIKUM_AG_GB_2014_DE.pdf;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Geschaeftsberichte/RHOEN-KLINIKUM_AG_Geschaeftsbericht_2013.pdf;https://www.rhoen-klinikum-ag.com/fileadmin/FILES/RKA/investoren/Hauptversammlungen/Hauptversammlung_2013/RHOEN-KLINIKUM_AG_GB_Deutsch_2012.pdf;nicht im MDAX
RTL Group;Medien;https://www.rtlgroup.com/files/pdf3/rtlgroup_annualreport2020.pdf;https://www.rtlgroup.com/files/pdf3/rtlgroup_annualreport2019.pdf;https://www.rtlgroup.com/files/pdf2/rtl_group_annual_report_20181.pdf;https://www.rtlgroup.com/files/pdf2/rtl_group_annual_report_2017_online.pdf;https://www.rtlgroup.com/files/pdf2/rtl-group-annual-report-2016_online.pdf;https://www.rtlgroup.com/files/pdf2/rtl_group_annual_report_2015_without-highlights.pdf;https://www.rtlgroup.com/files/pdf1/AR2014_RTLGroup.pdf;https://www.rtlgroup.com/files/pdf1/RTL_2013_WEB_GB_ES.pdf;https://www.rtlgroup.com/files/pdf1/rtl_webpdf3final.pdf;nicht im MDAX
Salzgitter AG;Stahlindustrie;https://www.salzgitter-ag.com/fileadmin/finanzberichte/2020/gb2020/de/downloads/szag-gb2020-gesamt.pdf;https://www.salzgitter-ag.com/fileadmin/finanzberichte/2019/gb2019/de/downloads/szag-gb2019-gesamt.pdf;https://www.salzgitter-ag.com/fileadmin/finanzberichte/2018/gb2018/de/downloads/szag-gb2018-gesamt.pdf;https://www.salzgitter-ag.com/fileadmin/finanzberichte/2017/gb2017/de/downloads/szag-gb2017-gesamt.pdf;https://www.salzgitter-ag.com/fileadmin/finanzberichte/2016/gb2016/de/downloads/szag_gb_2016_gesamt.pdf;https://www.salzgitter-ag.com/fileadmin/footage/MEDIA/SZAG/finanzberichte/2015/gb2015/de/szag_gb_2015_gesamt.pdf;https://www.salzgitter-ag.com/fileadmin/footage/MEDIA/SZAG/finanzberichte/2014/gb2014/de/szag_gb_2014_gesamt.pdf;https://www.salzgitter-ag.com/fileadmin/footage/MEDIA/SZAG/finanzberichte/2013/gb2013/de/szag_de_gb_2013_gesamt.pdf;https://www.salzgitter-ag.com/fileadmin/footage/MEDIA/SZAG/finanzberichte/2012/gb2012/de/szag_gb_2012.pdf;nicht im MDAX
Sartorius AG;Bioprozesstechnologie, Labortechnologie;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/716563.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/716563.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/716563.pdf;https://www.sartorius.com/download/30766/11/sag-annual-report-2017-e-data.pdf;https://www.sartorius.com/download/32670/4/sag-annual-report-2016-e-data.pdf;https://www.sartorius.com/download/32708/4/sag-annual-report-2015-e-data.pdf;https://www.sartorius.com/download/32848/4/sag-annual-report-2014-e-data.pdf;;;24. Sep 18
Schaeffler AG;Automobil-  und MAschinenbauzulieferer;https://www.schaeffler.com/remotemedien/media/_shared_media_rwd/08_investor_relations/reports/2020_ar/2020_schaeffler_annual_report_de_7ors5a.pdf;https://www.schaeffler.com/remotemedien/media/_shared_media_rwd/08_investor_relations/reports/2019_ar/2019_schaeffler_annual_report_de_v6cil5.pdf;https://www.schaeffler.com/remotemedien/media/_shared_media_rwd/08_investor_relations/reports/2018_ar/2018_schaeffler_annual_report_de.pdf;https://www.schaeffler.com/remotemedien/media/_shared_media_rwd/08_investor_relations/reports/2017_ar/2017_schaeffler_annual_report_de.pdf;https://www.schaeffler.com/remotemedien/media/_shared_media_rwd/08_investor_relations/reports/2016_ar/2016_schaeffler_annual_report_de.pdf;https://www.schaeffler.com/remotemedien/media/_shared_media_rwd/08_investor_relations/reports/2015_schaeffler_annual_report_de.pdf;https://www.schaeffler.com/remotemedien/media/_shared_media/09_investor_relations/dokumente/publikationen/2014_5/2014_fy_schaeffler_annual_report_de_de.pdf;https://www.schaeffler.com/remotemedien/media/_shared_media/09_investor_relations/dokumente/publikationen/2013_6/2013_FY_Schaeffler_Geschftsbericht.pdf;https://www.schaeffler.com/remotemedien/media/_shared_media/09_investor_relations/dokumente/publikationen/2012/Schaeffler_GB_2012.pdf;nicht im MDAX
Scout24 AG;Online-Marktpl�tze;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/A12DM8.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/A12DM8.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/A12DM8.pdf;https://www.scout24.com/media/scout24/Investor_Relations/Berichte_und_Praesentationen/2017/Scout24_Geschaeftsbericht_2017_DE.pdf;https://www.scout24.com/media/scout24/Investor_Relations/Berichte_und_Praesentationen/2016/Scout24_Geschaeftsbericht_2016.pdf;https://www.scout24.com/media/scout24/Investor_Relations/Berichte_und_Praesentationen/2015/Scout24-AG_Geschaeftsbericht-2015.pdf;https://www.scout24.com/media/scout24/Investor_Relations/Berichte_und_Praesentationen/2014/Scout24_Konzernabschluss_31.12.2014.pdf;;;18. Jun 18
Shop Apotheke Europe N.V.;Apotheke;https://shop-apotheke-europe.com/uploads/02032021-gb-shop-apotheke-2020-web-1.pdf?_cchid=ba3278446c7ee56f65e5dab8122f33fb;https://shop-apotheke-europe.com/uploads/gb-shop-apotheke-2019.pdf?_cchid=37a8d1c40bf33a0b5ec3b7f53068b6c2;https://shop-apotheke-europe.com/uploads/downloads/shop-apotheke-annual-report_2018.pdf?_cchid=ee9fd7d0b7ce1f283068d65cd12cab92;https://shop-apotheke-europe.com/uploads/shop-apotheke-europe-annual-report-2017.pdf?_cchid=fb0cefc0a00cea3053cde8f36b8c3b25;https://shop-apotheke-europe.com/uploads/shop-apotheke-europe-geschaeftsbericht-2016.pdf?_cchid=7c9bce348625159a74ec34980d7662e2;;;;;21. Sep 20
Siemens Energy AG;Elektrotechnik, Energietechnik;https://assets.siemens-energy.com/siemens/assets/api/uuid:b49a17a8-2b80-4ee7-9b45-c68c8afd76da/2020-12-07-siemens-energy-ag-geschaeftsbericht-2020.pdf;;;;;;;;;nicht im MDAX
Siemens Healthineers AG;Medizintechnik;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/SHL100.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/SHL100.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/SHL100.pdf;https://cdn0.scrvt.com/0e46935d037de4ec3888566275864b37/1800000004856382/af6db1da1786/1800000004856382-73e26777cfa3-Siemens_Healthineers_Combined_Financial_Statements_FY17-15_V2_.pdf;;;;;;24. Sep 18
Siltronic AG;Halbleiterindustrie;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/WAF300.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/WAF300.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/WAF300.pdf;https://www.siltronic.com/fileadmin/investorrelations/2017/Quartal4/Siltronic_Geschaeftsbericht_2017.pdf;https://www.siltronic.com/fileadmin/investorrelations/2016/Quartal4/Jahresabschlussbericht_2016.pdf;https://www.siltronic.com/fileadmin/investorrelations/2015/Quartal4/Jahresabschlussbericht_2015.pdf;;;;24. Sep 18
Software AG;Software;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/A2GS40.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/A2GS40.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/A2GS40.pdf;https://investors.softwareag.com/content/dam/investorrelation/pdfs/german/finanzergebnisse/2017/q4/180125_de_sow_q4_2017_geschaeftsbericht.pdf.sagdownload.inline.1614607636501.pdf;https://investors.softwareag.com/content/dam/investorrelation/pdfs/german/finanzergebnisse/2016/q4/160126_de_sow_q4_2016_geschaeftsbericht.pdf.sagdownload.inline.1614608291905.pdf;https://investors.softwareag.com/content/dam/investorrelation/pdfs/german/finanzergebnisse/2015/q4/160324_de_sow_q4_2015_geschaefetsbericht.pdf.sagdownload.inline.1614608462471.pdf;https://investors.softwareag.com/content/dam/investorrelation/pdfs/german/finanzergebnisse/2014/q4/150128_de_sow_q4_2014_geschaefetsbericht.pdf.sagdownload.inline.1614611260632.pdf;https://investors.softwareag.com/content/dam/investorrelation/pdfs/german/finanzergebnisse/2013/q4/140128_de_sow_q4_2013_geschaefetsbericht.pdf.sagdownload.inline.1614611508396.pdf;https://investors.softwareag.com/content/dam/investorrelation/pdfs/german/finanzergebnisse/2012/q4/130129_de_sow_q4_2012_geschaefetsbericht.pdf.sagdownload.inline.1616140978361.pdf;24. Sep 18
STADA Arzneimittel AG;Pharmahersteller;https://www.stada.com/media/6358/gj2020-geschaeftsbericht-stada.pdf;https://www.stada.com/media/5545/gj2019-geschaeftsbericht-stada.pdf;https://www.stada.com/media/4045/gj2018-geschaeftsbericht-stada.pdf;https://www.stada.com/media/3012/gj2017-geschaeftsbericht-stada.pdf;https://www.stada.com/media/3023/gj2016-geschaeftsbericht-stada.pdf;https://www.stada.com/media/3038/gj2015-geschaeftsbericht-stada.pdf;https://www.stada.com/media/3049/gj2014-geschaeftsbericht-stadapdf.pdf;https://www.stada.com/media/3060/gj2013-geschaeftsbericht-2013-stada.pdf;https://ir.stada.de/stada/German/pdf/gb-2012.pdf;nicht im MDAX
Steinhoff International Holdings N.V. ;Einzelhandel, M�belindustrie;https://www.steinhoffinternational.com/downloads/2021/Steinhoff-annual-report-2020_web.pdf;https://www.steinhoffinternational.com/downloads/2020/STEINHOFF-ANNUAL-REPORT-2019_web.pdf;https://www.steinhoffinternational.com/downloads/2019/latest-results/STEINHOFF-ANNUAL-REPORT-2018.pdf;https://www.steinhoffinternational.com/downloads/2019/latest-results/STEINHOFF-ANNUAL-REPORT-2017.pdf;https://ircenter.handelsblatt.com/download/companies/steinhoffintnv/Annual%20Reports/NL0011375019-JA-2015-EQ-E-02.pdf;;;;;nicht im MDAX
Str�er SE & Co. KGaA;Medien;https://ir.stroeer.com/download/companies/stroeer/Annual%20Reports/STROEER_Geschaeftsbericht2020_01.pdf;https://ir.stroeer.com/download/companies/stroeer/Hauptversammlung/12_HV2020_DE0007493991-JA-2019-EQ-D-00.pdf;https://ir.stroeer.com/download/companies/stroeer/Annual%20Reports/DE0007493991-JA-2018-EQ-D-00.pdf;https://ir.stroeer.com/download/companies/stroeer/Annual%20Reports/DE0007493991-JA-2017-EQ-D-00.pdf;https://ir.stroeer.com/download/companies/stroeer/Annual%20Reports/DE0007493991-JA-2016-EQ-D-00.pdf;https://ir.stroeer.com/download/companies/stroeer/Annual%20Reports/DE0007493991-JA-2015-EQ-D-00.pdf;https://ir.stroeer.com/download/companies/stroeer/Annual%20Reports/DE0007493991-JA-2014-EQ-D-01.pdf;https://ir.stroeer.com/download/companies/stroeer/Annual%20Reports/DE0007493991-JA-2013-EQ-D-00.pdf;https://ir.stroeer.com/download/companies/stroeer/Annual%20Reports/DE0007493991-JA-2012-EQ-D-00.pdf;22. Jun 20
Symrise AG;Duftstoffe;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/SYM999.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/SYM999.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/SYM999.pdf;https://www.symrise.com/de/investoren/finanzergebnisse/index.php?eID=tx_securedownloads&p=1&u=0&g=0&t=1619104760&hash=b70402bdaae8329c4148621d278cda16d66da5ec&file=fileadmin/symrise/Downloads_reports/agm/documents/2018/SYM_Finanzbericht_de_180314.pdf;https://www.symrise.com/de/investoren/finanzergebnisse/index.php?eID=tx_securedownloads&p=1&u=0&g=0&t=1619104757&hash=df6085b569e9e0448f1133fa43a7abacb2e35fea&file=fileadmin/symrise/Downloads_reports/reports/documents/2016/170314_SYM_Finanzbericht_2016.pdf;https://www.symrise.com/de/investoren/finanzergebnisse/index.php?eID=tx_securedownloads&p=1&u=0&g=0&t=1619104776&hash=cd838e0d85cdb87819840678c065ec12de5f003c&file=fileadmin/symrise/Downloads_reports/reports/documents/2015/160308_SYM_FB2015.pdf;https://www.symrise.com/de/investoren/finanzergebnisse/index.php?eID=tx_securedownloads&p=1&u=0&g=0&t=1619104781&hash=eea6e4a1e776154ef24b661a44b5535d3b8121c2&file=fileadmin/symrise/Downloads_reports/reports/documents/2014/SYM_Finanzbericht-2014_DE.pdf;https://www.symrise.com/de/investoren/finanzergebnisse/index.php?eID=tx_securedownloads&p=1&u=0&g=0&t=1619104781&hash=3270bc9f318d217dae1f2bfc1cf3eff392e26d41&file=fileadmin/symrise/Downloads_reports/reports/documents/2013/140310_SYM_Finanzbericht_2013.pdf;https://www.symrise.com/de/investoren/finanzergebnisse/index.php?eID=tx_securedownloads&p=1&u=0&g=0&t=1619104781&hash=f837d9cf66aca6fcdac567717a303fb534b71f4f&file=fileadmin/symrise/Downloads_reports/reports/documents/2012/SYM-Finanzbericht_de_130311.pdf;19. Mrz 07
TAG Immobilien AG;Immobilien;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/830350.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/830350.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/830350.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2017/830350.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2016/830350.pdf;https://www.tag-ag.com/fileadmin/content/geschaeftsberichte/2015_TAG_Geschaeftsbericht_DE.pdf;https://www.tag-ag.com/fileadmin/content/geschaeftsberichte/2014_TAG_Geschaeftsbericht_DE.pdf;https://www.tag-ag.com/fileadmin/content/geschaeftsberichte/2013_TAG_Geschaeftsbericht_DE.pdf;https://www.tag-ag.com/fileadmin/content/geschaeftsberichte/2012_TAG_Geschaeftsbericht_DE.pdf;24. Sep 12
Talanx AG;Finanzdienstleistungen;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/2020_talanx_ag_de.pdf;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/2019-talanx-ag-geschaeftsbericht.pdf;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/2018-talanx-ag-geschaeftsbericht.pdf;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/2017-talanx-ag-geschaeftsbericht.pdf;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/2016-talanx-ag-geschaeftsbericht.pdf;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/2015-talanx-ag-geschaeftsbericht.pdf;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/2014_talanx_ag_de.pdf;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/2013_tx_ag_de.pdf;https://www.talanx.com/media/Files/investor-relations/pdf/geschaeftsberichte/Gesch%C3%A4ftsberichte/Talanx-AG/gb_talanx_ag_2012_de.pdf;nicht im MDAX
TeamViewer AG;Software;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/A2YN90.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/A2YN90.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/A2YN90.pdf;;;;;;;23. Dez 19
Telef�nica Deutschland Holding AG;Telekommunikation;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/A1J5RX.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/A1J5RX.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/A1J5RX.pdf;https://www.telefonica.de/file/public/1196/TEFD-4-Konzernabschluss-2017-DE-Homepage.pdf?attachment=1;https://www.telefonica.de/file/public/1172/Konzernabschluss_2016_TDH_deutsch_online.pdf?attachment=1;https://www.telefonica.de/file/public/826/Konzernabschluss_2015_TDH_deutsch_online.pdf?attachment=1;https://www.telefonica.de/file/public/1087/Telefonica-Deutschland-Geschaeftsbericht-2014-deutsch-.pdf?attachment=1;https://www.telefonica.de/file/public/999/Telefonica-Deutschland-Geschaeftsbericht-2013-mit-Magazin-deutsch.pdf?attachment=1;https://www.telefonica.de/file/public/874/Telefonica-Deutschland-Geschaeftsbericht-2012_D.PDF?attachment=1;24. Sep 18
Thyssenkrupp AG;Mischkonzern;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/750000.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/750000.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/750000.pdf;https://ucpcdn.thyssenkrupp.com/_legacy/UCPthyssenkruppAG/assets.files/media/investoren/berichterstattung-publikationen/update-23.11.2017/de/2016-2017-thyssenkrupp-gb-de-web.pdf;https://ucpcdn.thyssenkrupp.com/_legacy/UCPthyssenkruppAG/assets.files/media/investoren/berichterstattung-publikationen/update-24.11.2016/de/archiv/thyssenkrupp_gb_de_2015_2016.pdf;https://ucpcdn.thyssenkrupp.com/_legacy/UCPthyssenkruppAG/assets.files/media/investoren/berichterstattung-publikationen/archiv/finanzberichte-de/2014-2015/thyssenkrupp_2014_2015_gb.pdf;https://ucpcdn.thyssenkrupp.com/_legacy/UCPthyssenkruppAG/assets.files/media/investoren/berichterstattung-publikationen/archiv/finanzberichte-de/2013-2014/thyssenkrupp_2013_2014_gb.pdf;https://ucpcdn.thyssenkrupp.com/_legacy/UCPthyssenkruppAG/assets.files/media/investoren/berichterstattung-publikationen/archiv/finanzberichte-de/2012-2013/thyssenkrupp_2012_2013_gb.pdf;https://ucpcdn.thyssenkrupp.com/_legacy/UCPthyssenkruppAG/assets.files/media/investoren/berichterstattung-publikationen/archiv/finanzberichte-de/2011-2012/thyssenkrupp_2011_2012_gb.pdf;23. Sep 19
Uniper SE;Energie;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/UNSE01.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/UNSE01.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/UNSE01.pdf;https://ir.uniper.energy/download/companies/uniperag/Annual%20Reports/DE000UNSE018-JA-2017-EQ-D-01.pdf;https://ir.uniper.energy/download/companies/uniperag/Annual%20Reports/DE000UNSE018-JA-2016-EQ-D-01.pdf;;;;;19. Dez 16
United Internet AG;Internet-Provider, Dienstleistungen;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/508903.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/508903.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/508903.pdf;https://www.united-internet.de/fileadmin/publications/United_Internet_GB_2017.pdf;https://www.united-internet.de/fileadmin/publications/United_Internet_GB_2016.pdf;https://www.united-internet.de/fileadmin/publications/United_Internet_GB_2015.pdf;https://www.united-internet.de/fileadmin/publications/United_Internet_GB_2014.pdf;https://www.united-internet.de/fileadmin/publications/United_Internet_GB_2013.pdf;https://www.united-internet.de/fileadmin/publications/UI_GeschBericht_2012_DE_online.pdf;24. Sep 18
Varta AG;Elektrotechnik;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/A0TGJ5.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/A0TGJ5.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/A0TGJ5.pdf;http://www.varta-ag.com/fileadmin/varta_ag/publications/financial_and_quarterly_reports/00_VARTA-AG_GB2017_dt_gesamt_9MAI_prt.pdf;;;;;;23. Dez 19
Wacker Chemie AG;Chemie;https://www.wacker.com/cms/media/de/asset/about_wacker/wacker_at_a_glance/annual_report/annual_report_20.pdf;https://www.wacker.com/cms/media/de/asset/about_wacker/wacker_at_a_glance/annual_report/annual_report_19.pdf;https://www.wacker.com/cms/media/de/asset/about_wacker/investor_relations_2/publications_1/2018_1/q4_annual_report_6/annual_report_2018.pdf;https://www.wacker.com/cms/media/de/asset/about_wacker/investor_relations_2/publications_1/2017_3/q4_annual_report_5/annual_report_17.pdf;https://www.wacker.com/cms/media/de/asset/about_wacker/investor_relations_2/publications_1/2016_3/q4_annual_report/annual_report_16.pdf;https://www.wacker.com/cms/media/de/asset/about_wacker/investor_relations_2/publications_1/2015_4/q4_annual_report_1/annual_report_15.pdf;https://www.wacker.com/cms/media/de/asset/about_wacker/investor_relations_2/publications_1/2014_4/q4_annual_report_2/annual_report_14.pdf;https://www.wacker.com/cms/media/de/asset/about_wacker/investor_relations_2/publications_1/2013_4/q4_annual_report_3/annual_report_13.pdf;https://www.wacker.com/cms/media/de/asset/about_wacker/investor_relations_2/publications_1/2012_4/q4_annual_report_4/annual_report_12.pdf;21. Sep 20
Zalando SE;Modeversand;https://boersengefluester.de/wp-content/uploads/assets/annuals/2020/ZAL111.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2019/ZAL111.pdf;https://boersengefluester.de/wp-content/uploads/assets/annuals/2018/ZAL111.pdf;https://corporate.zalando.com/sites/default/files/media-download/zalando_se_geschaeftsbericht_2017.pdf;https://corporate.zalando.com/sites/default/files/media-download/zalando_se_geschaeftsbericht_2016_0.pdf;https://corporate.zalando.com/sites/default/files/media-download/zalando_annual_report_2015_e_s_1.pdf;https://corporate.zalando.com/sites/default/files/media-download/zalando_geschaeftsbericht_2014.pdf;;;22. Jun 15
